title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
Folt,Jacobworld,"Collective Perception",QZMHP2071052,tidal,188105559,347s,,,http://www.tidal.com/track/188105559
JR/RIFLE,Nyco,"Collective Perception",QZMHL2000862,tidal,188105560,376s,,,http://www.tidal.com/track/188105560
"Widest Sense","Alexandre Laeddis","Collective Perception",QZMHP2039058,tidal,188105561,315s,,,http://www.tidal.com/track/188105561
Pure,"Max Watts","Collective Perception",QZMHL2043465,tidal,188105562,267s,,,http://www.tidal.com/track/188105562
"Out of Sight",Forum,"Collective Perception",QZMHM2097366,tidal,188105563,347s,,,http://www.tidal.com/track/188105563
Riff,"Nicolas Vogler","Collective Perception",QZMHP2017166,tidal,188105564,340s,,,http://www.tidal.com/track/188105564
"Vitamin D",Fletch,"Collective Perception",QZMHP2067574,tidal,188105565,320s,,,http://www.tidal.com/track/188105565
Metanoia,Zisko,"Collective Perception",QZMHK2044074,tidal,188105567,311s,,,http://www.tidal.com/track/188105567
Recovery/Phaser/Track,Administrator,Real_Time_Data_Loss,DEH742100763,tidal,205744999,396s,,,http://www.tidal.com/track/205744999
"Nosedive (Original Mix)","Oliver Rosemann",Nosedive,NLCK41082406,tidal,176026394,347s,,,http://www.tidal.com/track/176026394
"The Pain Is Gone (Original Mix)",Fixon,"Consequences EP",QMSL31500060,tidal,55012923,512s,,,http://www.tidal.com/track/55012923
Abstracts,"Vinicius Honorio, Allan Feytor","Olympian 27",NLPJ72700393,tidal,206578152,371s,,,http://www.tidal.com/track/206578152
Gadarene,"Peter Van Hoesen","Opal Balance EP",BEP861900001,tidal,104163229,377s,,,http://www.tidal.com/track/104163229
"Rite (Original mix)",Kwartz,"Rite EP",NLCK41028500,tidal,54621460,353s,,,http://www.tidal.com/track/54621460
"Derivation of Life (Franz Jäger Remix)",I-G.L.O,"For the Earth Existence",NLCK41096590,tidal,208561720,424s,,,http://www.tidal.com/track/208561720
"Awakening State (Original Mix)","Steve Parker","Awakening State EP",GBWUL2177558,tidal,205731564,424s,,,http://www.tidal.com/track/205731564
"All for Nothing and That's Ok",Developer,"Developer Archive 13",NLPJ61300298,tidal,206578095,398s,,,http://www.tidal.com/track/206578095
"Etisk piska","Evigt Mörker",Krona,SE4VM1900806,tidal,116085890,352s,,,http://www.tidal.com/track/116085890
"The Boss","Miro Lopasso","Modified Humans",FR96X2115988,tidal,181972171,370s,,,http://www.tidal.com/track/181972171
"The Ugliest Smile",Ikari,"Tricky Secretaria",CH6542180050,tidal,205351253,357s,,,http://www.tidal.com/track/205351253
"Lost Soul","Danny Wabbit","Lost Soul",US83Z2143222,tidal,200985645,329s,,,http://www.tidal.com/track/200985645
"Everyday Drama","Johannes Volk","Seismic Waves",NLMH62100154,tidal,207128349,389s,,,http://www.tidal.com/track/207128349
Akustikkoppler,Din,Compilation,DEPG61100030,tidal,140652660,372s,,,http://www.tidal.com/track/140652660
Strobe,88756,Self,QZHN62192163,tidal,184030680,414s,,,http://www.tidal.com/track/184030680
"Lucid Dream","Fabrizio Rat","Lucid Dream",GBKQU1992750,tidal,189507900,349s,,,http://www.tidal.com/track/189507900
"Inbetween the Nights",Pøl,"To Be a Particle Or to Be a Wave",DEH742154847,tidal,174132635,302s,,,http://www.tidal.com/track/174132635
"Toe Tag","Wrong Assessment, Max_M","Toe Tag EP",DEU671501011,tidal,224646247,388s,,,http://www.tidal.com/track/224646247
"Call (Original Mix)",Cratan,Crestfall,NLCK41096437,tidal,208287971,319s,,,http://www.tidal.com/track/208287971
Outsider,Kashpitzky,Outsider,IL4092000902,tidal,157907347,385s,,,http://www.tidal.com/track/157907347
"The Temple","William Arist",Ceremony,GBLV62126815,tidal,208020864,340s,,,http://www.tidal.com/track/208020864
"Sut (Thomas Hessler Remix)",Pfirter,"Crossing 008",DECH61600070,tidal,140550148,352s,,,http://www.tidal.com/track/140550148
"Sad world",Klint,"The Beyonder",NLPJ75400408,tidal,206578169,370s,,,http://www.tidal.com/track/206578169
"Theremin Jazz Club",Egotot,Syxt024,DEH742179634,tidal,209047322,301s,,,http://www.tidal.com/track/209047322
PI07.1,stave,PI07,NLCK41060492,tidal,121274707,352s,,,http://www.tidal.com/track/121274707
"Street Carnival (2023 Remaster)",Cave,"Street Carnival",NLCK42229812,tidal,290174614,433s,,,http://www.tidal.com/track/290174614
"Classical Mechanics 2 (Original Mix)",Rhombic,"Law of Motion",CA5KR0031688,tidal,208052757,320s,,,http://www.tidal.com/track/208052757
"Join Us in Paradise","Regis, Female",Againstnature,DEF270014706,tidal,227038415,303s,,,http://www.tidal.com/track/227038415
Discotopia,Alarico,"The Blueprint 001",NLCK41096463,tidal,208400183,390s,,,http://www.tidal.com/track/208400183
"Toxic F21",M.R.E.U.X,"Total Chaos",GBJX32129016,tidal,282362161,295s,,,http://www.tidal.com/track/282362161
"The Outcome (orginal)","Mike Storm","The Distance Ep",DEKB72065768,tidal,202768616,355s,,,http://www.tidal.com/track/202768616
"Mysterious Existence",Invexis,"Vital Elements E.P.",DEH740501011,tidal,137254351,390s,,,http://www.tidal.com/track/137254351
M1,"Mike Dehnert","ALLSPACE EP",NLL562009779,tidal,190195297,321s,,,http://www.tidal.com/track/190195297
"Jill on the Hill","Cari Lekebusch","Jill on the Hill",SE3JM1900124,tidal,104610727,415s,,,http://www.tidal.com/track/104610727
200V2,Somewhen,66,DEMM41801430,tidal,98592038,326s,,,http://www.tidal.com/track/98592038
"Mechanical Physics",Reeko,"Between Ourselves",NLCK41002549,tidal,62590767,348s,,,http://www.tidal.com/track/62590767
"Mistakes Makes Us Humans (Sev Dah Remix)",Insolate,"Order is Chaos (Remixed)",NLCK41090465,tidal,191357005,359s,,,http://www.tidal.com/track/191357005
"Human Bodies",Ebass,DSVA001,QZS652113285,tidal,208048722,357s,,,http://www.tidal.com/track/208048722
"Röd reptil","Franz Jäger","Jag Fångar Dig I Elden",GBKQU2122094,tidal,181867369,356s,,,http://www.tidal.com/track/181867369
"Highway Rollerblades (-)",Egotot,DSVA001,QZS652192538,tidal,267466013,304s,,,http://www.tidal.com/track/267466013
"Must Do It (Truncate Remix)","Hertz Collision, Gene Richards Jr","Must Do It EP",DEBE72100776,tidal,316124987,309s,,,http://www.tidal.com/track/316124987
"THX-1139 (Level) (2014 Remaster)",Surgeon,"Rare Tracks 1995-1996",GB6SP0900920,tidal,78889699,348s,,,http://www.tidal.com/track/78889699
"Point Blank",Gaiden,"Point Blank",BEN580000096,tidal,107259814,289s,,,http://www.tidal.com/track/107259814
"Sino (Original Mix)","Kernel Existence","Compute, Kommt Jut",DEY472179744,tidal,209710435,385s,,,http://www.tidal.com/track/209710435
"Abduction Room (Original Mix)","Nicolas Vogler, ANDC","Space Radar EP",QZNWY2008339,tidal,232084152,328s,,,http://www.tidal.com/track/232084152
"Wiadomo Driven","Private Press","Ben Sims Presents Synchronicity Part Two",NLMH62100126,tidal,201065950,338s,,,http://www.tidal.com/track/201065950
"What Do You Believe?","Insolate, Sara Renar",Hyperventilation,QMDA72351640,tidal,315582588,320s,,,http://www.tidal.com/track/315582588
"Soft Milieu",Bidoben,"Couloir Des Insomnies",USA2P2159148,tidal,211161107,345s,,,http://www.tidal.com/track/211161107
Marrast,Egotot,Syxt024,DEH742179632,tidal,209047320,348s,,,http://www.tidal.com/track/209047320
Faces,BW,1520,QZS632152178,tidal,203081948,264s,,,http://www.tidal.com/track/203081948
Rasl,"Pyramidal Decode","Endless Forces",NLPJ75500415,tidal,206578187,360s,,,http://www.tidal.com/track/206578187
Script,Jacobworld,DSVA001,QZS672149226,tidal,208048723,333s,,,http://www.tidal.com/track/208048723
"Nothing and No One","Regis, Female",Againstnature,DEF270014704,tidal,227038413,295s,,,http://www.tidal.com/track/227038413
Espasmos,KaioBarssalos,"Inteligencia Artificial - EP",QMDA72191731,tidal,208992876,332s,,,http://www.tidal.com/track/208992876
Reaper,Marcal,"Time Is What a Clock Reads",QMDA62187010,tidal,207975736,339s,,,http://www.tidal.com/track/207975736
Windigo,Zigler,"Evil Forces EP",GBLV62130869,tidal,210675591,351s,,,http://www.tidal.com/track/210675591
"Elliptical Roots","Ducerey Ada Nexino","Experiments in Disappearance",FR6V81491795,tidal,29783438,341s,,,http://www.tidal.com/track/29783438
Ppmv1,"Patrick Siech, Sandra Mosh",Synchrony,GBUR62000268,tidal,196293459,309s,,,http://www.tidal.com/track/196293459
"Burnside (Original Mix)",Peg,"Global Oscillation EP",GBKQU1755522,tidal,75320491,291s,,,http://www.tidal.com/track/75320491
"The Pretender","Error 909","Ringing Ears",QZNWX2191268,tidal,204282750,261s,,,http://www.tidal.com/track/204282750
"Room 116","Error 909","Ringing Ears",QZNWX2191269,tidal,204282751,368s,,,http://www.tidal.com/track/204282751
"Ringing Ears","Error 909","Ringing Ears",QZNWX2191270,tidal,204282752,357s,,,http://www.tidal.com/track/204282752
"Lakota Fox","Rene Wise","Lakota Fox EP",BEN582100209,tidal,189739143,386s,,,http://www.tidal.com/track/189739143
"São Paulo Fever","DJ Heartstring","São Paulo Fever",UKN6K2100063,tidal,201967705,319s,,,http://www.tidal.com/track/201967705
"Charged (Egotot Remix)",Flits,Toolbox,QZS662119242,tidal,210902417,319s,,,http://www.tidal.com/track/210902417
"Detained Success","Cari Lekebusch, Jesper Dahlbäck","Hands On Experience 3",SE3JM1900179,tidal,117828427,365s,,,http://www.tidal.com/track/117828427
"Jet Pack (Original Mix)","Arnaud Le Texier","Axe EP",DEKB72066596,tidal,209236811,304s,,,http://www.tidal.com/track/209236811
Liturgia,Marcal,"Time Is What a Clock Reads",QMDA62187012,tidal,207975738,311s,,,http://www.tidal.com/track/207975738
"Mekong Delta","Len Faki","Rainbow Delta/ Mekong Delta",DELG70700008,tidal,143515391,495s,,,http://www.tidal.com/track/143515391
"Cold Steel",Female,"The Exotic Three",GBE5X1400520,tidal,47684778,325s,,,http://www.tidal.com/track/47684778
"Atmen (Pär Grindvik Rework)",Mekas,Atmen,QZ5FN1765153,tidal,92907972,393s,,,http://www.tidal.com/track/92907972
"Imaginary Reality (PWCCA Remix)","George Effe","Imaginary Reality",ITH642012089,tidal,150546326,331s,,,http://www.tidal.com/track/150546326
Nodlocnost,Umek,Nodlocnost,DET739900004,tidal,16937502,320s,,,http://www.tidal.com/track/16937502
"Lime In Da Coconut","Cobblestone Jazz","23 Seconds",DEG930700663,tidal,184856923,563s,,,http://www.tidal.com/track/184856923
Passage,Axling,"No Point in Time",NLC8K1400334,tidal,206869783,481s,,,http://www.tidal.com/track/206869783
Wired,TWR72,Vortex,NLCK41096084,tidal,206828985,281s,,,http://www.tidal.com/track/206828985
"Compute (Original Mix)","Kernel Existence","Compute, Kommt Jut",DEY472179746,tidal,209710437,414s,,,http://www.tidal.com/track/209710437
"From Inside The Speaker (DJ Bam Bam's Mix)","Alex Peace","From Inside The Speaker (Remixes)",BEN581100219,tidal,280046275,329s,,,http://www.tidal.com/track/280046275
Questloop,Decoder,"Sky Mapping",QZS652334640,tidal,292967707,328s,,,http://www.tidal.com/track/292967707
"Shadow People","Paul Hauck","Mind Flowers EP",QZK6G2138572,tidal,319833982,326s,,,http://www.tidal.com/track/319833982
Emanations,MIKROTAKT,"The Old Seers",QZS662173672,tidal,203866991,348s,,,http://www.tidal.com/track/203866991
Rifle,Yanamaste,"Various Artaphine 001",NLCK41093748,tidal,204263053,306s,,,http://www.tidal.com/track/204263053
"Sensibilidad a las Condiciones","Bernardo Hangar","Teoria del Caos",GBKQU1922942,tidal,137692443,335s,,,http://www.tidal.com/track/137692443
Synaptic,"Brian Sanhaji","Amount of Contour",DEH742002773,tidal,141100393,416s,,,http://www.tidal.com/track/141100393
"Il Filo (Oscar Mulero Remix)","Antonio De Angelis","LEO EP",DEKB72065620,tidal,202088907,322s,,,http://www.tidal.com/track/202088907
Karavanen,"Alexander Johansson, Mattias Fridell",Stake,USA2P2201320,tidal,212762550,339s,,,http://www.tidal.com/track/212762550
Subtonal,Devilfish,"The Freakshow",AUXN20804676,tidal,16661298,416s,,,http://www.tidal.com/track/16661298
"Nômade (Original Mix)",Masseran,"Nômade EP",QZFZ32230141,tidal,232084036,328s,,,http://www.tidal.com/track/232084036
"Check BILL (Original Mix)","Kernel Existence",Angkor,DEY472172230,tidal,177359121,398s,,,http://www.tidal.com/track/177359121
"Data Failure",Piatto,Astralis,DEBW21500095,tidal,87671677,394s,,,http://www.tidal.com/track/87671677
"Dune Swing (Original Mix)",Masseran,"Nômade EP",QZFZ32230142,tidal,232084037,309s,,,http://www.tidal.com/track/232084037
Cyclone,"Border One","Cyclone EP",BEN582100574,tidal,213402646,335s,,,http://www.tidal.com/track/213402646
Reanimation,Echologist,"Salt and Pepper",DEH742200456,tidal,211904263,349s,,,http://www.tidal.com/track/211904263
Lancer,Slone,"Shadow of a Doubt",CH6541684522,tidal,211879661,344s,,,http://www.tidal.com/track/211879661
"Beta 02","Pfirter, Oliver Rosemann",Beta,SE3JM2000147,tidal,173723739,329s,,,http://www.tidal.com/track/173723739
"Truthery (Marco Zenker Remix)",LaChriz,"Selected Remixes",DEH741510966,tidal,138192417,397s,,,http://www.tidal.com/track/138192417
Phonkin,Redshape,"Retro Shock Part 1",NLL561908047,tidal,132039576,335s,,,http://www.tidal.com/track/132039576
"CONSTALATION TRAJECTORY",MAL_HOMBRE,"Constellation Trajectory",NLCK41099079,tidal,211255419,379s,,,http://www.tidal.com/track/211255419
Grind,uncertain,"Flex - EP",QM4TW2251847,tidal,215218769,296s,,,http://www.tidal.com/track/215218769
"Forgiven and Forgotten",Nørbak,"Palavra de Ordem",NLCK41096680,tidal,208724400,350s,,,http://www.tidal.com/track/208724400
"Wild Fire (Danitz Remix)","Jim Solis","Wild Fire EP",CA5KR0011025,tidal,200605695,412s,,,http://www.tidal.com/track/200605695
O'clock,Noname,Syxt025,DEH742202573,tidal,214706504,302s,,,http://www.tidal.com/track/214706504
Abstrakt,"Israel Toledo",Abstrakt,QZTRX2123140,tidal,209550865,309s,,,http://www.tidal.com/track/209550865
Aftermath,Regent,"Ivory Mask EP",NLCK41094313,tidal,209972941,396s,,,http://www.tidal.com/track/209972941
Quantum,"Ruben Ganev, Sejon","Quantum Isolation",QZDA52234735,tidal,217162613,406s,,,http://www.tidal.com/track/217162613
"No Good Deed","B. Riley",CTRL004,USA2P2145804,tidal,203865365,351s,,,http://www.tidal.com/track/203865365
"Legal violence (Original mix)",Lidvall,"Learned Helplessness",DEZN82121852,tidal,202262680,338s,,,http://www.tidal.com/track/202262680
"Rotor (Original Mix)",Neznan,"Tails of Tales",NLC8K1400043,tidal,63641996,411s,,,http://www.tidal.com/track/63641996
"Expansion Vessel (Original Mix)","Stephen Mahoney","The Vessel EP",DEKB72067165,tidal,212898296,333s,,,http://www.tidal.com/track/212898296
Dimension,"Fabrizio De Santis",Elements,DEH742201878,tidal,214374013,334s,,,http://www.tidal.com/track/214374013
"Off White","Ryan James Ford","Rules Are Meant to Be Broken",FR10S2221836,tidal,213411489,230s,,,http://www.tidal.com/track/213411489
Relive,Sathurnus,"Reminiscence Ep",NLCK41099101,tidal,211255454,369s,,,http://www.tidal.com/track/211255454
"Asteroidal dust","Oscar Mulero","Asteroidal dust EP",GBKQU2207374,tidal,216926624,319s,,,http://www.tidal.com/track/216926624
"The Night (Original Mix)","D.A.V.E. the Drummer","The Night / K-U Me",GBAZA2091201,tidal,78172155,471s,,,http://www.tidal.com/track/78172155
Fractals,"Ruben Ganev",Intangible,QZMER2102273,tidal,197791054,406s,,,http://www.tidal.com/track/197791054
"Hunting Nightmares",Bleak,"Gray Skies",USX341610426,tidal,284700816,409s,,,http://www.tidal.com/track/284700816
OPI,"Kernel Existence",Kripascular,DEU672002579,tidal,206531779,468s,,,http://www.tidal.com/track/206531779
"Grain Rain",LDS,"Organic Computer Awareness",NLCK41077695,tidal,161246872,373s,,,http://www.tidal.com/track/161246872
Hyperx,NOKS,"Sunday Service",QZDA72295027,tidal,219162799,382s,,,http://www.tidal.com/track/219162799
Lattice,"Marcel Dettmann","Mdr 04",DEMM41201184,tidal,87383973,463s,,,http://www.tidal.com/track/87383973
Circulation,Conforce,"Photic Zone",NLCK42211267,tidal,217658138,447s,,,http://www.tidal.com/track/217658138
"Dead End Road (Ketch Remix)","Sam Duties","Dead End Road",USA2P2140931,tidal,200736109,325s,,,http://www.tidal.com/track/200736109
"Make It Real (Gerd Janson & Shan Prance Mania Mix)","Special Request","Special Request x Gerd Janson & Shan",GBEXH1700185,tidal,126976805,304s,,,http://www.tidal.com/track/126976805
"Section Zero (Original Mix)",1DERL&,"Reflection LP",EEIU11110007,tidal,60224837,592s,,,http://www.tidal.com/track/60224837
Verschleiß,BAUGRUPPE90,"Uncage Mission 03 (Curated by Hertz Collision)",GBJX32198043,tidal,284666660,354s,,,http://www.tidal.com/track/284666660
"Sub Tone A",VIII-RE,"Sub Tone A / Keep Ready",NLCK41080209,tidal,199147432,366s,,,http://www.tidal.com/track/199147432
"Keep Ready",VIII-RE,"Sub Tone A / Keep Ready",NLCK41080210,tidal,199147433,345s,,,http://www.tidal.com/track/199147433
Santiago ,Tenzella,Santiago,DEG932104307,tidal,326670467,341s,,,http://www.tidal.com/track/326670467
"Raw Regimen",Kerrie,"Raw Regimen EP",GB2AF2200001,tidal,213857035,326s,,,http://www.tidal.com/track/213857035
"E08 (Original mix)",Temudo,Elliptical,DEZN82121253,tidal,200300639,368s,,,http://www.tidal.com/track/200300639
Boulder,Cratan,Boulder,USYBL2101735,tidal,193712881,320s,,,http://www.tidal.com/track/193712881
Jedynak,"Michael Klein","Jedynak EP",GBKQU2212020,tidal,220034753,320s,,,http://www.tidal.com/track/220034753
"Nagoya Marimbas",dxrvo,Razor,NL5PP2100017,tidal,206746345,352s,,,http://www.tidal.com/track/206746345
"Conquest of Paradise","SHDW, Obscure Shape","Federation of Rytm I",DEH742201398,tidal,213166757,342s,,,http://www.tidal.com/track/213166757
"Pursuit Of Illusion",Ebass,"Various Artists",NL5PP2200020,tidal,215062277,351s,,,http://www.tidal.com/track/215062277
"Penta (Cleric Remix)",Deapmash,"ᴠɪꜱɪᴏɴꜱ ⁰¹ | ᴄʟᴇʀɪᴄ (LP)",NLCK41064619,tidal,136684538,369s,,,http://www.tidal.com/track/136684538
"Change Mode","Fergus Sweetland","Fergus Sweetland",NLCK41069243,tidal,148596449,328s,,,http://www.tidal.com/track/148596449
Mirage,tesst,Mirage,DEH742203153,tidal,216999191,346s,,,http://www.tidal.com/track/216999191
Shifting,Arkan,"Skalter EP",NLCK41083838,tidal,175261466,396s,,,http://www.tidal.com/track/175261466
Reverse,Arkan,"Skalter EP",NLCK41083839,tidal,175261467,368s,,,http://www.tidal.com/track/175261467
"Superfunk 1","Lars Huismann","Superfunk 1",DEPI82113695,tidal,300653005,365s,,,http://www.tidal.com/track/300653005
"Tales of Revenge","Setaoc Mass","Chapitre 05",CH6542215630,tidal,219419494,369s,,,http://www.tidal.com/track/219419494
Amalgame,Quelza,"Les Mirages EP",NLCK41095631,tidal,217267645,354s,,,http://www.tidal.com/track/217267645
"Falling (Peter Van Hoesen Remix)",Psyk,"Voiceprint Remixes",BEN581800974,tidal,97437527,341s,,,http://www.tidal.com/track/97437527
"How Interesting","Augusto Taito",Tentacolurting,QM4TX2216894,tidal,221237623,360s,,,http://www.tidal.com/track/221237623
"We stay together","Israel Toledo","Above the Ground, Pt. 02",GBKQU2219638,tidal,220036889,366s,,,http://www.tidal.com/track/220036889
